Instancia,Mejor,Presa inicial,Delta,Factibilidad,Tiempo de ejecución,Memoria utilizada (MB),Valores de las presas
Media,50373,-378700,429073,False,7.354498863220215,0.21630382537841797,"[np.int64(-378700), np.int64(-499991), np.int64(-559593), np.int64(-464129), np.int64(-624187), np.int64(-527526), np.int64(-524774), np.int64(-471377), np.int64(-523118), np.int64(-498835), np.int64(-644303), np.int64(-527669), np.int64(-462704), np.int64(-502377), np.int64(-519753), np.int64(-578322), np.int64(-604970), np.int64(-608175), np.int64(-626709), np.int64(-573384), np.int64(-513282), np.int64(-603875), np.int64(-521896), np.int64(-456063), np.int64(-675560), np.int64(-431603), np.int64(-571554), np.int64(-550542), np.int64(-417496), np.int64(-460918), np.int64(-612500), np.int64(-595641), np.int64(-541647), np.int64(-639652), np.int64(-557112), np.int64(-601319), np.int64(-525925), np.int64(-591605), np.int64(-484640), np.int64(-530448), np.int64(-426158), np.int64(-517756), np.int64(-498429), np.int64(-518266), np.int64(-558653), np.int64(-528217), np.int64(-434782), np.int64(-503578), np.int64(-609086), np.int64(-676124), np.int64(-527676), np.int64(-566874), np.int64(-486229), np.int64(-413396), np.int64(-388713), np.int64(-510522), np.int64(-501544), np.int64(-613010), np.int64(-601926), np.int64(-540329), np.int64(-521274), np.int64(-750599), np.int64(-567642), np.int64(-595559), np.int64(-508356), np.int64(-462003), np.int64(-596231), np.int64(-442968), np.int64(-471540), np.int64(-477812), np.int64(-599554), np.int64(-537105), np.int64(-607685), np.int64(-641580), np.int64(-411848), np.int64(-578837), np.int64(-534152), np.int64(-594653), np.int64(-463736), np.int64(-432087), np.int64(-438660), np.int64(-695294), np.int64(-606727), np.int64(-477783), np.int64(-462757), np.int64(-547556), np.int64(-507324), np.int64(-581080), np.int64(-460203), np.int64(-532512), np.int64(-557040), np.int64(-570372), np.int64(-474843), np.int64(-573803), np.int64(-592811), np.int64(-557665), np.int64(-634083), np.int64(-497309), np.int64(-602830), np.int64(-524338)]"
Media,51115,-390769,441884,False,7.361851453781128,0.21899127960205078,"[np.int64(-563902), np.int64(-556526), np.int64(-449092), np.int64(-554244), np.int64(-568763), np.int64(-553816), np.int64(-547024), np.int64(-496185), np.int64(-520851), np.int64(-540925), np.int64(-557115), np.int64(-493408), np.int64(-423970), np.int64(-565744), np.int64(-437240), np.int64(-423336), np.int64(-443460), np.int64(-569655), np.int64(-487846), np.int64(-539196), np.int64(-611105), np.int64(-597463), np.int64(-476557), np.int64(-467600), np.int64(-511398), np.int64(-583742), np.int64(-487767), np.int64(-488870), np.int64(-418580), np.int64(-579659), np.int64(-470898), np.int64(-614055), np.int64(-609886), np.int64(-523208), np.int64(-482955), np.int64(-444983), np.int64(-679919), np.int64(-594495), np.int64(-467847), np.int64(-587938), np.int64(-517905), np.int64(-503316), np.int64(-579445), np.int64(-507524), np.int64(-492201), np.int64(-514354), np.int64(-511744), np.int64(-531795), np.int64(-446305), np.int64(-512359), np.int64(-616151), np.int64(-499792), np.int64(-488296), np.int64(-448775), np.int64(-507516), np.int64(-529172), np.int64(-609898), np.int64(-533165), np.int64(-618497), np.int64(-565983), np.int64(-543535), np.int64(-603620), np.int64(-471732), np.int64(-615832), np.int64(-482207), np.int64(-551394), np.int64(-591066), np.int64(-553791), np.int64(-390769), np.int64(-416462), np.int64(-530459), np.int64(-457935), np.int64(-610479), np.int64(-519864), np.int64(-523678), np.int64(-547856), np.int64(-513655), np.int64(-512977), np.int64(-460612), np.int64(-562524), np.int64(-608908), np.int64(-549432), np.int64(-621266), np.int64(-686430), np.int64(-455150), np.int64(-504484), np.int64(-611881), np.int64(-605849), np.int64(-569885), np.int64(-531961), np.int64(-513925), np.int64(-515647), np.int64(-466248), np.int64(-418686), np.int64(-499794), np.int64(-558483), np.int64(-504099), np.int64(-559813), np.int64(-439259), np.int64(-491970)]"
Media,52709,-338859,391568,False,7.386623859405518,0.21896839141845703,"[np.int64(-338859), np.int64(-464738), np.int64(-473431), np.int64(-572625), np.int64(-625478), np.int64(-539643), np.int64(-571519), np.int64(-521012), np.int64(-457428), np.int64(-467060), np.int64(-527080), np.int64(-455799), np.int64(-444468), np.int64(-512886), np.int64(-600644), np.int64(-626504), np.int64(-487143), np.int64(-663004), np.int64(-531145), np.int64(-545494), np.int64(-647123), np.int64(-624827), np.int64(-592113), np.int64(-549843), np.int64(-596619), np.int64(-517507), np.int64(-653625), np.int64(-548020), np.int64(-590400), np.int64(-513686), np.int64(-487113), np.int64(-623677), np.int64(-584268), np.int64(-511821), np.int64(-450440), np.int64(-604381), np.int64(-591886), np.int64(-619900), np.int64(-475106), np.int64(-601070), np.int64(-529267), np.int64(-549787), np.int64(-394911), np.int64(-439471), np.int64(-579269), np.int64(-596566), np.int64(-616429), np.int64(-550554), np.int64(-507705), np.int64(-417115), np.int64(-553132), np.int64(-607700), np.int64(-580019), np.int64(-569985), np.int64(-566119), np.int64(-700406), np.int64(-572196), np.int64(-467458), np.int64(-486092), np.int64(-617987), np.int64(-654732), np.int64(-550451), np.int64(-569807), np.int64(-553704), np.int64(-518991), np.int64(-555456), np.int64(-502765), np.int64(-567368), np.int64(-550517), np.int64(-392165), np.int64(-654699), np.int64(-562079), np.int64(-581136), np.int64(-459456), np.int64(-561246), np.int64(-451221), np.int64(-539972), np.int64(-354499), np.int64(-563515), np.int64(-545585), np.int64(-401949), np.int64(-489630), np.int64(-549790), np.int64(-454260), np.int64(-445556), np.int64(-516192), np.int64(-542663), np.int64(-575365), np.int64(-450324), np.int64(-598973), np.int64(-524235), np.int64(-549719), np.int64(-653755), np.int64(-636255), np.int64(-751205), np.int64(-544385), np.int64(-516997), np.int64(-468800), np.int64(-446140), np.int64(-561414)]"
Media,50713,-352791,403504,False,7.377772569656372,0.21762943267822266,"[np.int64(-590954), np.int64(-464301), np.int64(-637565), np.int64(-537295), np.int64(-440517), np.int64(-395908), np.int64(-567893), np.int64(-392563), np.int64(-519157), np.int64(-430696), np.int64(-509266), np.int64(-623209), np.int64(-530919), np.int64(-450278), np.int64(-569733), np.int64(-525483), np.int64(-676458), np.int64(-648391), np.int64(-558459), np.int64(-492669), np.int64(-518923), np.int64(-584762), np.int64(-447339), np.int64(-484358), np.int64(-444433), np.int64(-710859), np.int64(-531155), np.int64(-567145), np.int64(-568641), np.int64(-527655), np.int64(-553560), np.int64(-573126), np.int64(-537246), np.int64(-479324), np.int64(-522919), np.int64(-538490), np.int64(-643841), np.int64(-519935), np.int64(-587556), np.int64(-572251), np.int64(-517165), np.int64(-438000), np.int64(-491884), np.int64(-442815), np.int64(-467504), np.int64(-471559), np.int64(-603237), np.int64(-643675), np.int64(-514722), np.int64(-558944), np.int64(-551612), np.int64(-548500), np.int64(-521835), np.int64(-482115), np.int64(-667498), np.int64(-538465), np.int64(-399217), np.int64(-581297), np.int64(-440199), np.int64(-506245), np.int64(-445363), np.int64(-574007), np.int64(-540617), np.int64(-355283), np.int64(-613956), np.int64(-660282), np.int64(-507237), np.int64(-506368), np.int64(-647852), np.int64(-647047), np.int64(-462008), np.int64(-546227), np.int64(-559042), np.int64(-505806), np.int64(-625139), np.int64(-521203), np.int64(-657484), np.int64(-477842), np.int64(-538722), np.int64(-481107), np.int64(-594662), np.int64(-570912), np.int64(-511604), np.int64(-352791), np.int64(-521872), np.int64(-551822), np.int64(-611748), np.int64(-640092), np.int64(-452409), np.int64(-572694), np.int64(-649266), np.int64(-583602), np.int64(-473561), np.int64(-497620), np.int64(-374289), np.int64(-603605), np.int64(-533092), np.int64(-485373), np.int64(-441508), np.int64(-538496)]"
Media,52794,-347521,400315,False,7.361733675003052,0.2181081771850586,"[np.int64(-474816), np.int64(-545726), np.int64(-484595), np.int64(-663369), np.int64(-555646), np.int64(-522422), np.int64(-483085), np.int64(-689120), np.int64(-444178), np.int64(-592018), np.int64(-469904), np.int64(-632310), np.int64(-522158), np.int64(-510964), np.int64(-378189), np.int64(-595864), np.int64(-535934), np.int64(-577077), np.int64(-468517), np.int64(-409293), np.int64(-619868), np.int64(-549380), np.int64(-401271), np.int64(-541150), np.int64(-482049), np.int64(-387335), np.int64(-561677), np.int64(-591218), np.int64(-430673), np.int64(-499507), np.int64(-503080), np.int64(-574778), np.int64(-542082), np.int64(-647111), np.int64(-529101), np.int64(-503425), np.int64(-542758), np.int64(-592929), np.int64(-577293), np.int64(-603682), np.int64(-541459), np.int64(-684125), np.int64(-543745), np.int64(-591534), np.int64(-486905), np.int64(-459326), np.int64(-634724), np.int64(-443411), np.int64(-618247), np.int64(-468232), np.int64(-529515), np.int64(-416930), np.int64(-593868), np.int64(-623802), np.int64(-605198), np.int64(-547324), np.int64(-530089), np.int64(-419148), np.int64(-651711), np.int64(-566885), np.int64(-608562), np.int64(-518339), np.int64(-509605), np.int64(-473031), np.int64(-484162), np.int64(-385198), np.int64(-602628), np.int64(-428486), np.int64(-519202), np.int64(-552410), np.int64(-521547), np.int64(-512858), np.int64(-540783), np.int64(-523069), np.int64(-380058), np.int64(-550464), np.int64(-581836), np.int64(-417048), np.int64(-438195), np.int64(-600871), np.int64(-585356), np.int64(-552904), np.int64(-580597), np.int64(-540303), np.int64(-543297), np.int64(-433548), np.int64(-632015), np.int64(-458006), np.int64(-644672), np.int64(-610082), np.int64(-616848), np.int64(-658623), np.int64(-641374), np.int64(-582949), np.int64(-425851), np.int64(-458473), np.int64(-614262), np.int64(-519208), np.int64(-492033), np.int64(-347521)]"
Media,52276,-294369,346645,True,7.371406078338623,0.21892356872558594,"[np.int64(-519898), np.int64(-511846), np.int64(-625657), np.int64(-484099), np.int64(-449045), np.int64(-658501), np.int64(-486141), np.int64(-536643), np.int64(-694790), np.int64(-623008), np.int64(-579824), np.int64(-523282), np.int64(-596146), np.int64(-637655), np.int64(-523099), np.int64(-567074), np.int64(-539510), np.int64(-381601), np.int64(-513203), np.int64(-568932), np.int64(-532817), np.int64(-294369), np.int64(-621519), np.int64(-513047), np.int64(-528467), np.int64(-519783), np.int64(-523783), np.int64(-521126), np.int64(-657154), np.int64(-520551), np.int64(-384981), np.int64(-472858), np.int64(-549242), np.int64(-493871), np.int64(-410519), np.int64(-545237), np.int64(-449035), np.int64(-555259), np.int64(-575197), np.int64(-473934), np.int64(-569155), np.int64(-507273), np.int64(-480143), np.int64(-521644), np.int64(-522525), np.int64(-460599), np.int64(-525251), np.int64(-643039), np.int64(-500583), np.int64(-546113), np.int64(-534974), np.int64(-633269), np.int64(-551426), np.int64(-500326), np.int64(-519569), np.int64(-485628), np.int64(-493041), np.int64(-569374), np.int64(-442613), np.int64(-570815), np.int64(-427370), np.int64(-538520), np.int64(-598416), np.int64(-477075), np.int64(-472876), np.int64(-463500), np.int64(-538503), np.int64(-529534), np.int64(-413632), np.int64(-527009), np.int64(-475729), np.int64(-648121), np.int64(-461028), np.int64(-532518), np.int64(-627295), np.int64(-409086), np.int64(-488803), np.int64(-624382), np.int64(-609969), np.int64(-496523), np.int64(-426223), np.int64(-589981), np.int64(-512949), np.int64(-566303), np.int64(-562364), np.int64(-532182), np.int64(-561648), np.int64(-491524), np.int64(-685204), np.int64(-496533), np.int64(-498288), np.int64(-559192), np.int64(-510350), np.int64(-502479), np.int64(-510315), np.int64(-641776), np.int64(-544522), np.int64(-660246), np.int64(-516795), np.int64(-490387)]"
Media,53471,-386581,440052,False,7.437603235244751,0.2176065444946289,"[np.int64(-516351), np.int64(-498362), np.int64(-425890), np.int64(-522497), np.int64(-562330), np.int64(-443342), np.int64(-694762), np.int64(-505719), np.int64(-557188), np.int64(-584185), np.int64(-599958), np.int64(-573038), np.int64(-571356), np.int64(-441698), np.int64(-563255), np.int64(-484274), np.int64(-566817), np.int64(-635393), np.int64(-506013), np.int64(-397387), np.int64(-386581), np.int64(-567983), np.int64(-532527), np.int64(-469364), np.int64(-443500), np.int64(-488586), np.int64(-637432), np.int64(-546264), np.int64(-510351), np.int64(-558338), np.int64(-564744), np.int64(-505437), np.int64(-444446), np.int64(-582401), np.int64(-480183), np.int64(-592280), np.int64(-537415), np.int64(-565290), np.int64(-630585), np.int64(-547039), np.int64(-624891), np.int64(-522515), np.int64(-405226), np.int64(-498253), np.int64(-560737), np.int64(-402934), np.int64(-538283), np.int64(-510820), np.int64(-577831), np.int64(-451495), np.int64(-520568), np.int64(-572154), np.int64(-541064), np.int64(-587015), np.int64(-575093), np.int64(-456495), np.int64(-458643), np.int64(-451438), np.int64(-505673), np.int64(-728459), np.int64(-632215), np.int64(-478583), np.int64(-555548), np.int64(-572640), np.int64(-560957), np.int64(-598292), np.int64(-456320), np.int64(-531867), np.int64(-501754), np.int64(-527868), np.int64(-421668), np.int64(-440046), np.int64(-803496), np.int64(-452230), np.int64(-464674), np.int64(-492056), np.int64(-442070), np.int64(-439474), np.int64(-521611), np.int64(-558567), np.int64(-486015), np.int64(-518841), np.int64(-526606), np.int64(-517656), np.int64(-518397), np.int64(-609962), np.int64(-431920), np.int64(-513992), np.int64(-516158), np.int64(-600950), np.int64(-500716), np.int64(-519697), np.int64(-462844), np.int64(-532874), np.int64(-616968), np.int64(-504318), np.int64(-621576), np.int64(-510313), np.int64(-554932), np.int64(-516576)]"
Media,51004,-335489,386493,True,7.412762403488159,0.21892356872558594,"[np.int64(-512529), np.int64(-562224), np.int64(-613784), np.int64(-513424), np.int64(-525609), np.int64(-526134), np.int64(-534842), np.int64(-415785), np.int64(-417121), np.int64(-543692), np.int64(-540401), np.int64(-534392), np.int64(-593924), np.int64(-542694), np.int64(-598629), np.int64(-483670), np.int64(-511174), np.int64(-454236), np.int64(-400423), np.int64(-499695), np.int64(-534883), np.int64(-783700), np.int64(-439016), np.int64(-412193), np.int64(-447763), np.int64(-677972), np.int64(-558201), np.int64(-335489), np.int64(-509301), np.int64(-539427), np.int64(-515561), np.int64(-544800), np.int64(-507179), np.int64(-556924), np.int64(-435976), np.int64(-481080), np.int64(-603200), np.int64(-482923), np.int64(-491487), np.int64(-556640), np.int64(-522499), np.int64(-607732), np.int64(-558186), np.int64(-365059), np.int64(-530628), np.int64(-522607), np.int64(-647798), np.int64(-533754), np.int64(-616169), np.int64(-563961), np.int64(-566648), np.int64(-523954), np.int64(-432660), np.int64(-681560), np.int64(-575446), np.int64(-476435), np.int64(-514831), np.int64(-562922), np.int64(-439953), np.int64(-543122), np.int64(-525526), np.int64(-546009), np.int64(-429423), np.int64(-474907), np.int64(-467096), np.int64(-551443), np.int64(-459763), np.int64(-508386), np.int64(-589868), np.int64(-565415), np.int64(-530362), np.int64(-594298), np.int64(-494270), np.int64(-392555), np.int64(-593818), np.int64(-608813), np.int64(-476917), np.int64(-694782), np.int64(-528339), np.int64(-479782), np.int64(-534933), np.int64(-526740), np.int64(-528362), np.int64(-520349), np.int64(-487047), np.int64(-563934), np.int64(-515667), np.int64(-587475), np.int64(-590589), np.int64(-521119), np.int64(-466657), np.int64(-382928), np.int64(-543515), np.int64(-511644), np.int64(-461605), np.int64(-514329), np.int64(-533194), np.int64(-591717), np.int64(-430891), np.int64(-600016)]"
Media,52084,-359412,411496,True,7.87276291847229,0.21899127960205078,"[np.int64(-525614), np.int64(-399751), np.int64(-522628), np.int64(-485991), np.int64(-498237), np.int64(-520455), np.int64(-527944), np.int64(-473310), np.int64(-500171), np.int64(-615504), np.int64(-591365), np.int64(-588493), np.int64(-431000), np.int64(-609854), np.int64(-459692), np.int64(-396943), np.int64(-580766), np.int64(-554439), np.int64(-540549), np.int64(-529300), np.int64(-616710), np.int64(-456557), np.int64(-543325), np.int64(-509594), np.int64(-485445), np.int64(-564112), np.int64(-522938), np.int64(-496645), np.int64(-560968), np.int64(-512671), np.int64(-430922), np.int64(-473196), np.int64(-580070), np.int64(-510298), np.int64(-493496), np.int64(-538486), np.int64(-544973), np.int64(-632637), np.int64(-508259), np.int64(-639775), np.int64(-562731), np.int64(-391540), np.int64(-359412), np.int64(-473138), np.int64(-397193), np.int64(-448191), np.int64(-478904), np.int64(-642262), np.int64(-478839), np.int64(-399829), np.int64(-603551), np.int64(-610517), np.int64(-563997), np.int64(-632871), np.int64(-728715), np.int64(-555091), np.int64(-638183), np.int64(-384700), np.int64(-591874), np.int64(-395435), np.int64(-522863), np.int64(-707143), np.int64(-513459), np.int64(-524014), np.int64(-503596), np.int64(-516743), np.int64(-510289), np.int64(-432807), np.int64(-520005), np.int64(-540404), np.int64(-552259), np.int64(-665662), np.int64(-533650), np.int64(-531606), np.int64(-555793), np.int64(-614376), np.int64(-462961), np.int64(-551300), np.int64(-742072), np.int64(-679123), np.int64(-559916), np.int64(-511951), np.int64(-515943), np.int64(-619812), np.int64(-600182), np.int64(-483131), np.int64(-536949), np.int64(-555259), np.int64(-561666), np.int64(-417266), np.int64(-468841), np.int64(-664301), np.int64(-552502), np.int64(-549316), np.int64(-528488), np.int64(-509435), np.int64(-526627), np.int64(-576514), np.int64(-595501), np.int64(-546820)]"
Media,52217,-342848,395065,True,7.906492471694946,0.2180633544921875,"[np.int64(-486755), np.int64(-447994), np.int64(-643952), np.int64(-519968), np.int64(-387874), np.int64(-462977), np.int64(-579464), np.int64(-596596), np.int64(-440949), np.int64(-499600), np.int64(-545987), np.int64(-527671), np.int64(-597946), np.int64(-526048), np.int64(-643178), np.int64(-479804), np.int64(-556196), np.int64(-397648), np.int64(-489240), np.int64(-645210), np.int64(-645212), np.int64(-485556), np.int64(-495001), np.int64(-412143), np.int64(-554918), np.int64(-571861), np.int64(-552157), np.int64(-583162), np.int64(-586338), np.int64(-669804), np.int64(-501782), np.int64(-581435), np.int64(-503880), np.int64(-571086), np.int64(-675570), np.int64(-437384), np.int64(-342848), np.int64(-565875), np.int64(-498921), np.int64(-654340), np.int64(-529163), np.int64(-599520), np.int64(-373648), np.int64(-476640), np.int64(-581264), np.int64(-572468), np.int64(-578890), np.int64(-425212), np.int64(-566356), np.int64(-499252), np.int64(-544396), np.int64(-345073), np.int64(-692896), np.int64(-512561), np.int64(-444726), np.int64(-475338), np.int64(-424013), np.int64(-633352), np.int64(-514198), np.int64(-483445), np.int64(-468205), np.int64(-589435), np.int64(-537377), np.int64(-677302), np.int64(-586202), np.int64(-588192), np.int64(-544843), np.int64(-374488), np.int64(-542839), np.int64(-447107), np.int64(-504876), np.int64(-518908), np.int64(-452076), np.int64(-455843), np.int64(-446757), np.int64(-393032), np.int64(-541588), np.int64(-502672), np.int64(-533882), np.int64(-544920), np.int64(-498952), np.int64(-597987), np.int64(-680160), np.int64(-583854), np.int64(-634351), np.int64(-544639), np.int64(-502233), np.int64(-487809), np.int64(-495575), np.int64(-514273), np.int64(-602545), np.int64(-581800), np.int64(-631093), np.int64(-443725), np.int64(-485003), np.int64(-531106), np.int64(-594450), np.int64(-572033), np.int64(-658066), np.int64(-450776)]"
Difícil,97248,-2593363,2690611,False,9.322874069213867,0.4259681701660156,"[np.int64(-3325071), np.int64(-4086122), np.int64(-3306117), np.int64(-3393793), np.int64(-3457032), np.int64(-3814284), np.int64(-3431812), np.int64(-3665093), np.int64(-3966389), np.int64(-3656223), np.int64(-3060683), np.int64(-3249329), np.int64(-4109130), np.int64(-3561044), np.int64(-3918453), np.int64(-3828832), np.int64(-3316029), np.int64(-3570963), np.int64(-3574349), np.int64(-3428397), np.int64(-4360227), np.int64(-3420653), np.int64(-3907691), np.int64(-3520269), np.int64(-3454485), np.int64(-3593775), np.int64(-3730105), np.int64(-3638018), np.int64(-3270965), np.int64(-3748138), np.int64(-3394566), np.int64(-3698352), np.int64(-3844117), np.int64(-3489907), np.int64(-3749680), np.int64(-3671665), np.int64(-3882095), np.int64(-3951660), np.int64(-3977931), np.int64(-3606350), np.int64(-3031691), np.int64(-3343772), np.int64(-4244039), np.int64(-3942951), np.int64(-3392737), np.int64(-3243437), np.int64(-3529224), np.int64(-2593363), np.int64(-3227574), np.int64(-3157969), np.int64(-3982142), np.int64(-4240891), np.int64(-3966868), np.int64(-3477443), np.int64(-3093834), np.int64(-3350493), np.int64(-3515963), np.int64(-3835488), np.int64(-3410387), np.int64(-3370976), np.int64(-3426380), np.int64(-3521658), np.int64(-4385880), np.int64(-4059873), np.int64(-3379008), np.int64(-3466589), np.int64(-3575333), np.int64(-3235772), np.int64(-3136021), np.int64(-3923455), np.int64(-3905600), np.int64(-3474941), np.int64(-4232296), np.int64(-3285036), np.int64(-4069945), np.int64(-3222292), np.int64(-3626828), np.int64(-3770118), np.int64(-3523423), np.int64(-3662024), np.int64(-4153695), np.int64(-3716037), np.int64(-3698566), np.int64(-3681394), np.int64(-3193632), np.int64(-3443262), np.int64(-3349123), np.int64(-3871013), np.int64(-3177781), np.int64(-3452507), np.int64(-2884528), np.int64(-3598714), np.int64(-3590225), np.int64(-3446089), np.int64(-3100848), np.int64(-3805282), np.int64(-3540269), np.int64(-3643126), np.int64(-4101365), np.int64(-3237510)]"
Difícil,97716,-2775358,2873074,True,9.29203724861145,0.42769527435302734,"[np.int64(-3848534), np.int64(-2980060), np.int64(-3640048), np.int64(-3706991), np.int64(-3662381), np.int64(-3416733), np.int64(-3687008), np.int64(-3945108), np.int64(-3394336), np.int64(-3364762), np.int64(-3618035), np.int64(-3304296), np.int64(-4171905), np.int64(-3757223), np.int64(-3340646), np.int64(-3434769), np.int64(-2807632), np.int64(-3323567), np.int64(-3359489), np.int64(-3519845), np.int64(-3896092), np.int64(-3752812), np.int64(-3912135), np.int64(-3805409), np.int64(-3832051), np.int64(-3460673), np.int64(-3622615), np.int64(-3156781), np.int64(-3767264), np.int64(-3552243), np.int64(-3742487), np.int64(-3409272), np.int64(-3308393), np.int64(-3357102), np.int64(-4236561), np.int64(-3230787), np.int64(-3466461), np.int64(-3389514), np.int64(-3985680), np.int64(-3039883), np.int64(-3274640), np.int64(-3496587), np.int64(-3531084), np.int64(-3530376), np.int64(-4001411), np.int64(-3464954), np.int64(-3821334), np.int64(-3653796), np.int64(-3359337), np.int64(-3690635), np.int64(-3249773), np.int64(-3607284), np.int64(-3030378), np.int64(-3153007), np.int64(-3895494), np.int64(-3530438), np.int64(-3635623), np.int64(-3738601), np.int64(-3197458), np.int64(-3363527), np.int64(-2907366), np.int64(-3667238), np.int64(-3875591), np.int64(-3358747), np.int64(-3847354), np.int64(-3519134), np.int64(-2901712), np.int64(-4265624), np.int64(-3158594), np.int64(-3458850), np.int64(-4002448), np.int64(-3649695), np.int64(-3868135), np.int64(-3325323), np.int64(-3202069), np.int64(-3101629), np.int64(-3765278), np.int64(-3121034), np.int64(-4667309), np.int64(-3276431), np.int64(-3745334), np.int64(-3917602), np.int64(-3270943), np.int64(-3380329), np.int64(-3364805), np.int64(-3459720), np.int64(-3030711), np.int64(-2775358), np.int64(-3684817), np.int64(-3743273), np.int64(-3235210), np.int64(-3674742), np.int64(-4010096), np.int64(-2886405), np.int64(-3918306), np.int64(-3347892), np.int64(-3960565), np.int64(-3358907), np.int64(-3617481), np.int64(-3405589)]"
Difícil,98319,-2358989,2457308,True,9.438892364501953,0.42793941497802734,"[np.int64(-3667009), np.int64(-3626282), np.int64(-3966225), np.int64(-3702500), np.int64(-3749350), np.int64(-3603881), np.int64(-3725789), np.int64(-4214215), np.int64(-4064558), np.int64(-3646178), np.int64(-3707481), np.int64(-3308843), np.int64(-3784148), np.int64(-3639625), np.int64(-3590441), np.int64(-3628497), np.int64(-3581776), np.int64(-4061470), np.int64(-4030537), np.int64(-3140145), np.int64(-3869706), np.int64(-3608915), np.int64(-3441515), np.int64(-3534701), np.int64(-3102289), np.int64(-3188982), np.int64(-2759843), np.int64(-3576333), np.int64(-3156803), np.int64(-3835149), np.int64(-4094286), np.int64(-3342733), np.int64(-2358989), np.int64(-3619098), np.int64(-3596037), np.int64(-4191385), np.int64(-3074107), np.int64(-2793448), np.int64(-3102381), np.int64(-4083373), np.int64(-2910011), np.int64(-3567685), np.int64(-4240470), np.int64(-4051712), np.int64(-3186852), np.int64(-4094740), np.int64(-3788627), np.int64(-3218242), np.int64(-3905947), np.int64(-3705696), np.int64(-3342317), np.int64(-3500583), np.int64(-3736310), np.int64(-3253732), np.int64(-3107798), np.int64(-4139319), np.int64(-3231584), np.int64(-3206870), np.int64(-3572411), np.int64(-2591286), np.int64(-3157225), np.int64(-3815142), np.int64(-4212051), np.int64(-4211300), np.int64(-3643348), np.int64(-4299083), np.int64(-3913433), np.int64(-3221222), np.int64(-3857319), np.int64(-4193373), np.int64(-3724618), np.int64(-2916773), np.int64(-4490605), np.int64(-3358520), np.int64(-3619733), np.int64(-3796122), np.int64(-4078202), np.int64(-3292167), np.int64(-3269364), np.int64(-3777509), np.int64(-2976620), np.int64(-3324841), np.int64(-3728732), np.int64(-3373072), np.int64(-3530590), np.int64(-4377256), np.int64(-3355814), np.int64(-3554533), np.int64(-3648873), np.int64(-3620121), np.int64(-3894223), np.int64(-3734725), np.int64(-3599078), np.int64(-3855536), np.int64(-3507633), np.int64(-3640007), np.int64(-3274723), np.int64(-3716242), np.int64(-3396627), np.int64(-3528278)]"
Difícil,98575,-2803178,2901753,False,9.447524785995483,0.4259653091430664,"[np.int64(-3715815), np.int64(-3780830), np.int64(-3516444), np.int64(-3797525), np.int64(-4309367), np.int64(-3064958), np.int64(-3456191), np.int64(-3665351), np.int64(-3791990), np.int64(-3341455), np.int64(-3424134), np.int64(-3574127), np.int64(-3468283), np.int64(-3391174), np.int64(-3585511), np.int64(-3883017), np.int64(-3456497), np.int64(-2992052), np.int64(-3909098), np.int64(-4128253), np.int64(-3148934), np.int64(-2965546), np.int64(-3860062), np.int64(-3550044), np.int64(-3792706), np.int64(-3126595), np.int64(-3701520), np.int64(-3294334), np.int64(-2803178), np.int64(-2848943), np.int64(-3792959), np.int64(-3229066), np.int64(-3744145), np.int64(-3166337), np.int64(-3453532), np.int64(-3207361), np.int64(-3331526), np.int64(-3358252), np.int64(-3804267), np.int64(-3311862), np.int64(-3923512), np.int64(-3223814), np.int64(-3512557), np.int64(-3841892), np.int64(-3278146), np.int64(-3544570), np.int64(-3821844), np.int64(-3550021), np.int64(-3706294), np.int64(-3504212), np.int64(-3631320), np.int64(-3064567), np.int64(-3398589), np.int64(-3006019), np.int64(-3535556), np.int64(-3396912), np.int64(-3625830), np.int64(-3496345), np.int64(-3298181), np.int64(-3542652), np.int64(-3421629), np.int64(-3354705), np.int64(-3552112), np.int64(-4077136), np.int64(-3492065), np.int64(-3275746), np.int64(-3361305), np.int64(-3597471), np.int64(-3499356), np.int64(-4115022), np.int64(-3703079), np.int64(-4341172), np.int64(-4012915), np.int64(-3689093), np.int64(-3675383), np.int64(-3503180), np.int64(-3744876), np.int64(-3612376), np.int64(-3514407), np.int64(-3303683), np.int64(-3591959), np.int64(-3749642), np.int64(-3054549), np.int64(-3612592), np.int64(-3091870), np.int64(-3824765), np.int64(-4079180), np.int64(-3196863), np.int64(-3821783), np.int64(-3490900), np.int64(-3869311), np.int64(-4376405), np.int64(-3993272), np.int64(-3626286), np.int64(-3380418), np.int64(-3330387), np.int64(-3800640), np.int64(-3353663), np.int64(-3442596), np.int64(-3297719)]"
